state,city,name,reference
AM,São Gabriel da Cachoeira,CT São Gabriel da Cachoeira,
ES,São Gabriel da Palha,CT São Gabriel da Palha,
MS,São Gabriel do Oeste,CT São Gabriel do Oeste,
MG,São Geraldo,CT São Geraldo,
MG,São Geraldo da Piedade,CT São Geraldo da Piedade,
PA,São Geraldo do Araguaia,CT São Geraldo do Araguaia ,
MG,São Geraldo do Baixio,CT São Geraldo do Baixio,
RJ,São Gonçalo,CT São Gonçalo I,Barro Vermelho; Boaçu; Boa Vista; Brasilândia; Camarão; Centro; Covanca; Cruzeiro do Sul; Engenho Pequeno; Fazenda dos Mineiros; Gradim; Itaóca; Mangueira; Morro do Castro; Mutuá; Mutuapira; Mutuaguaçu; Neves; Palmeiras; Parada Quarenta; Paraíso; Patronato; Pita; Porto da madama; Porto da Pedra; Portão da Rosa; Porto Novo; Porto Velho; Rosane; Santa Catarina; Tenente Jardim; Vila Candoza; Vila Lage; Zé Garoto; Zumbi
RJ,São Gonçalo,CT São Gonçalo II,Amendoeira; Anaia Grande; Anaia Pequeno; Apolo III; Barracão; Bom Retiro; Eliane; Engenho do Roçado; Gebara; Guarani; Guaxindiba; Ieda; Lagoinha; Ipiíba; Jardim Catarina; Joquei; Laranjal; Largo da Idéia; Marambaia; Miriambi; Mojolos; Pacheco; Raul Veiga; Rio do Ouro; Sacramento; Santa Izabel; Santa Luzia; Tiradentes; Várzea das Moças; Vista Alegre
RJ,São Gonçalo,CT São Gonçalo III,Alcântara; Almerinda; Antonina; Arrastão; Arsenal; Coelho; Colubandê; Estrela do Norte; Galo Branco; Itaúna; Jardim Alcântara; Jardim Amendoeira; Jardim Fluminense; Jardim Nova República; Lindo Parque; Luiz Caçador; Maria Paula; Mutondo; Nova Cidade; Nova Grécia; Nova Roma; Novo México; Recanto das Acácias; Rocha; Salgueiro; São Miguel; Tribobó; Trindade; Venda da Cruz; Vila Iara; Vila Três
MG,São Gonçalo do Abaeté,CT São Gonçalo do Abaeté,
CE,São Gonçalo do Amarante,CT São Gonçalo do Amarante,
RN,São Gonçalo do Amarante,CT São Gonçalo do Amarante I,CT São Gonçalo do Amarante I
RN,São Gonçalo do Amarante,CT São Gonçalo do Amarante II,CT São Gonçalo do Amarante II
PI,São Gonçalo do Gurguéia,CT São Gonçalo do Gurguéia,
MG,São Gonçalo do Pará,CT São Gonçalo do Pará ,
PI,São Gonçalo do Piauí,CT São Gonçalo do Piauí,
MG,São Gonçalo do Rio Abaixo,CT São Gonçalo do Rio Abaixo,
MG,São Gonçalo do Rio Preto,CT São Gonçalo do Rio Preto,
MG,São Gonçalo do Sapucaí,CT São Gonçalo do Sapucaí,
BA,São Gonçalo dos Campos,CT São Gonçalo dos Campos,
MG,São Gotardo,CT São Gotardo,
RS,São Jerônimo,CT São Jerônimo,
PR,São Jerônimo da Serra,CT São Jerônimo da Serra ,
PE,São João,CT São João,
PR,São João,CT São João,
MA,São João Batista,CT São João Batista,
SC,São João Batista,CT São João Batista,
MG,São João Batista do Glória,CT São João Batista do Glória,
GO,São João d'Aliança,CT São João d'Aliança,
RR,São João da Baliza,CT São João da Baliza,
RJ,São João da Barra,CT São João da Barra,
SP,São João da Boa Vista,CT São João da Boa Vista ,
PI,São João da Canabrava,CT São João da Canabrava,
PI,São João da Fronteira,CT São João da Fronteira,
MG,São João da Lagoa,CT São João da Lagoa,
MG,São João da Mata,CT São João da Mata,
GO,São João da Paraúna,CT São João da Paraúna,
PA,São João da Ponta,CT São João da Ponta,
MG,São João da Ponte,CT São João da Ponte,
PI,São João da Serra,CT São João da Serra,
RS,São João da Urtiga,CT São João da Urtiga,
PI,São João da Varjota,CT São João da Varjota,
SP,São João das Duas Pontes,CT São João das Duas Pontes,
MG,São João das Missões,CT São João das Missões,
SP,São João deracema,CT São João de Iracema,
RJ,São João de Meriti,CT São João de Meriti I,Coelho da Rocha; Jardim Botânico; Jardim Íris; Jardim Meriti; Jardim Metrópole; Jardim Olavo Bilac (Cabe esclarecer que é um bairro do município de Duque de Caxias; porém algumas ruas vêm com endereço de São João de Meriti); Jardim Nóia; Jardim Paraíso; Jardim Sumaré; Parque Alian; Parque Barreto; Parque José Bonifácio; Parque Regina; Praça da Bandeira; Sumaré; Trezentos; Venda Velha; Vila Ruth; Vila São João; Vila São José; Vilar dos Teles.
RJ,São João de Meriti,CT São João de Meriti II,Agostinho Porto; Centro; Bacia de Éden; Éden; Engenheiro Belford; Grande Rio; Parque Analândia; Parque Araruama; Parque Juriti; Parque Novo Rio; Parque Mirim; Parque São Nicolau; Parque Tietê; São Mateus; Tomazinho; Vila Jurandir; Vila Norma; Vila Rosali; Vila Tiradentes; Vila União; Vila Zulmira
PA,São João de Pirabas,CT São João de Pirabas,
MG,São João del Rei,CT São João del Rei,
PA,São João do Araguaia,CT São João do Araguaia,
PI,São João do Arraial,CT São João do Arraial,
PR,São João do Caiuá,CT São João do Caiuá,
PB,São João do Cariri,CT São João do Cariri,
MA,São João do Carú,CT São João do Carú,
SC,São João dotaperiú,CT São João do Itaperiú,
PR,São João dovaí,CT São João do Ivaí,
CE,São João do Jaguaribe,CT São João do Jaguaribe ,
MG,São João do Manhuaçu,CT São João do Manhuaçu ,
MG,São João do Manteninha,CT São João do Manteninha,
SC,São João do Oeste,CT São João do Oeste,
MG,São João do Oriente,CT São João do Oriente,
MG,São João do Pacuí,CT São João do Pacuí,
MG,São João do Paraíso,CT São João do Paraíso,
MA,São João do Paraíso,CT São João do Paraíso,
BA,São João do Paraiso - Mascote,CT São João do Paraiso - Mascote,
SP,São João do Pau d'Alho,CT São João do Pau d'Alho,
PI,São João do Piauí,CT São João do Piauí,
RS,São João do Polêsine,CT São João do Polêsine,
PB,São João do Rio do Peixe,CT São João do Rio do Peixe ,
RN,São João do Sabugi,CT São João do Sabugi,
MA,São João do Soter,CT São João do Soter,
SC,São João do Sul,CT São João do Sul,
PB,São João do Tigre,CT São João do Tigre,
PR,São João do Triunfo,CT São João do Triunfo,
MA,São João dos Patos,CT São João dos Patos ,
MG,São João Evangelista,CT São João Evangelista,
MG,São João Nepomuceno,CT São João Nepomuceno,
SC,São Joaquim,CT São Joaquim,
SP,São Joaquim da Barra,CT São Joaquim da Barra,
MG,São Joaquim de Bicas,CT São Joaquim de Bicas,
PE,São Joaquim do Monte,CT São Joaquim do Monte,
RS,São Jorge,CT São Jorge,
PR,São Jorge D'Oeste,CT São Jorge D'Oeste,
PR,São Jorge dovaí,CT São Jorge do Ivaí,
PR,São Jorge do Patrocínio,CT São Jorge do Patrocínio,
PR,São Jorge do Patroinio,CT São Jorge do Patroinio,
SC,São José,CT São José Barreiros,CT São José Barreiros
SC,São José,CT São José Sede,CT São José Sede
MG,São José da Barra,CT São José da Barra,
SP,São José da Bela Vista,CT São José da Bela Vista,
PR,São José da Boa Vista,CT São José da Boa Vista,
PE,São José da Coroa Grande,CT São José da Coroa Grande,
PB,São José da Lagoa Tapada,CT São José da Lagoa Tapada,
AL,São José da Laje,CT São José da Laje,
MG,São José da Lapa,CT São José da Lapa,
MG,São José da Safira,CT São José da Safira,
AL,São José da Tapera,CT São José da Tapera,
MG,São José da Varginha,CT São José da Varginha,
BA,São José da Vitória,CT São José da Vitória,
RS,São José das Missões,CT São José das Missões,
PR,São José das Palmeiras,CT São José das Palmeiras,
PB,São José de Caiana,CT São José de Caiana,
PB,São José de Espinharas,CT São José de Espinharas,
RN,São José de Mipibu,CT São José de Mipibu,
PB,São José de Piranhas,CT São José de Piranhas,
PB,São josé de Princesa,CT São josé de Princesa ,
MA,São José de Ribamar,CT São José de Ribamar Sede,CT São José de Ribamar Sede
MA,São José de Ribamar,CT São José de Ribamar Vilas,CT São José de Ribamar Vilas
RJ,São José de Ubá,CT São José de Ubá,
MG,São José do Alegre,CT São José do Alegre,
SP,São José do Barreiro,CT São José do Barreiro,
PE,São José do Belmonte,CT São José do Belmonte,
PB,São José do Bomfim,CT São José do Bomfim,
PB,São José do Brejo do Cruz,CT São José do Brejo do Cruz,
ES,São José do Calçado,CT São José do Calçado,
RN,São José do Campestre,CT São José do Campestre,
SC,São José do Cedro,CT São José do Cedro,
SC,São José do Cerrito,CT São José do Cerrito,
MG,São José do Divino,CT São José do Divino,
PI,São José do Divino,CT São José do Divino,
PE,São José do Egito,CT São José do Egito,
MG,São José do Goiabal,CT São José do Goiabal,
RS,São José do Herval,CT São José do Herval,
RS,São José do Hortêncio,CT São José do Hortêncio,
RS,São José donhacorá,CT São José do Inhacorá,
BA,São José do Jacuípe,CT São José do Jacuípe,
MG,São José do Jacuri,CT São José do Jacuri,
MG,São José do Mantimento,CT São José do Mantimento,
RS,São José do Norte,CT São José do Norte ,
RS,São José do Ouro,CT São José do Ouro,
PI,São José do Peixe,CT São José do Peixe,
PI,São José do Piauí,CT São José do Piauí,
MT,São José do Povo,CT São José do Povo,
MT,São José do Rio Claro,CT São José do Rio Claro,
SP,São José do Rio Pardo,CT São José do Rio Pardo,
SP,São José do Rio Preto,CT São José do Rio Preto Norte,CT São José do Rio Preto Norte
SP,São José do Rio Preto,CT São José do Rio Preto Sul,CT São José do Rio Preto Sul
PB,São José do Sabugi,CT São José do Sabugi,
RN,São José do Seridó,CT São José do Seridó,
RS,São José do Sul,CT São José do Sul,
RJ,São José do Vale do Rio Preto,CT São José do Vale do Rio Preto,
MT,São José do Xingu,CT São José do Xingu,
RS,São José dos Ausentes,CT São José dos Ausentes,
MA,São José dos Basílios,CT São José dos Basílios,
SP,São José dos Campos,CT São José dos Campos Centro,CT São José dos Campos Centro
SP,São José dos Campos,CT São José dos Campos Leste,CT São José dos Campos Leste
SP,São José dos Campos,CT São José dos Campos Sul,CT São José dos Campos Sul
PB,São José dos Cordeiros,CT São José dos Cordeiros,
PR,São Jose dos Pinhais,CT São Jose dos Pinhais ,
MT,São José dos Quatro Marcos,CT São José dos Quatro Marcos,
PB,São José dos Ramos,CT São José dos Ramos,
PI,São Julião,CT São Julião,
RS,São Leopoldo,CT São Leopoldo Centro,CT São Leopoldo Centro
RS,São Leopoldo,CT São Leopoldo Norte,CT São Leopoldo Norte
MG,São Lourenço,CT São Lourenço ,
PE,São Lourenço da Mata,CT São Lourenço da Mata,
SP,São Lourenço da Serra,CT São Lourenço da Serra,
SC,São Lourenço do Oeste,CT São Lourenço do Oeste ,
PI,São Lourenço do Piauí,CT São Lourenço do Piauí,
RS,São Lourenço do Sul,CT São Lourenço do Sul,
SC,São Ludgero,CT São Ludgero,
MA,São Luis,CT São Luis Anil/Bequimão,Região Anil/Bequimão
MA,São Luis,CT São Luis Centro/Alemanha,Região Centro/Alemanha
MA,São Luis,CT São Luis Cidade Operária/Cidade Olímpica,Região Cidade Operária/Cidade Olímpica
MA,São Luis,CT São Luis Cohab/Cohatrac,Região Cohab/Cohatrac
MA,São Luis,CT São Luis Coroadinho/João Paulo,Região Coroadinho/João Paulo
MA,São Luis,CT São Luis Itaqui/Bacanga,Região Itaqui/Bacanga
MA,São Luis,CT São Luis São Cristóvão/São Raimundo,Região São Cristóvão/São Raimundo
MA,São Luis,CT São Luis São Francisco/Cohama,Região São Francisco/Cohama
MA,São Luis,CT São Luis Vila Luizão/Turu,Região Vila Luizão/Turu
MA,São Luis,CT São Luis Zona Rural,Região Zona Rural
GO,São Luís de Montes Belos,CT São Luís de Montes Belos,
CE,São Luís do Curu,CT São Luís do Curu,
PI,São Luís do Piauí,CT São Luís do Piauí,
AL,São Luís do Quitunde,CT São Luís do Quitunde,
MA,São Luís Gonzaga do Maranhão,CT São Luís Gonzaga do Maranhão,
RR,São Luiz,CT São Luiz,
GO,São Luiz do Norte,CT São Luiz do Norte,
SP,São Luiz do Paraitinga,CT São Luiz do Paraitinga,
RS,São Luiz Gonzaga,CT São Luiz Gonzaga,
PB,São Mamede,CT São Mamede ,
PR,São Manoel do Paraná,CT São Manoel do Paraná,
SP,São Manuel,CT São Manuel,
RS,São Marcos,CT São Marcos,
RS,São Martinho,CT São Martinho,
SC,São Martinho,CT São Martinho,
RS,São Martinho da Serra,CT São Martinho da Serra ,
ES,São Mateus,CT São Mateus,
MA,São Mateus do Maranhão,CT São Mateus do Maranhão,
PR,São Mateus do Sul,CT São Mateus do Sul,
RN,São Miguel,CT São Miguel ,
SP,São Miguel Arcanjo,CT São Miguel Arcanjo ,
PI,São Miguel da Baixa Grande,CT São Miguel da Baixa Grande ,
SC,São Miguel da Boa Vista,CT São Miguel da Boa Vista,
BA,São Miguel das Matas,CT São Miguel das Matas,
RS,São Miguel das Missões,CT São Miguel das Missões,
PB,São Miguel de Taipu,CT São Miguel de Taipu,
SE,São Miguel do Aleixo,CT São Miguel do Aleixo,
MG,São Miguel do Anta,CT São Miguel do Anta,
GO,São Miguel do Araguaia,CT São Miguel do Araguaia,
PI,São Miguel do Fidalgo,CT São Miguel do Fidalgo ,
RN,São Miguel do Gostoso,CT São Miguel do Gostoso,
PA,São Miguel do Guamá,CT São Miguel do Guamá,
RO,São Miguel do Guaporé,CT São Miguel do Guaporé,
PR,São Miguel do Iguaçu,CT São Miguel do Iguaçu,
SC,São Miguel do Oeste,CT São Miguel do Oeste,
GO,São Miguel do Passa Quatro,CT São Miguel do Passa Quatro,
PI,São Miguel do Tapuio,CT São Miguel do Tapuio ,
TO,São Miguel do Tocantins,CT São Miguel do Tocantins,
AL,São Miguel dos Campos,CT São Miguel dos Campos,
AL,São Miguel dos Milagres,CT São Miguel dos Milagres,
RS,São Nicolau,CT São Nicolau,
GO,São Patrício,CT São Patrício,
SP,São Paulo,CT São Paulo 1 Bela Vista,Bela Vista
SP,São Paulo,CT São Paulo 10 Itaim Paulista,Itaim Paulista
SP,São Paulo,CT São Paulo 11 Itaquera,Itaquera
SP,São Paulo,CT São Paulo 12 Jardim Helena,Jardim Helena
SP,São Paulo,CT São Paulo 13 José Bonifácio,José Bonifácio
SP,São Paulo,CT São Paulo 14 Lajeado,Lajeado
SP,São Paulo,CT São Paulo 15 Mooca,Mooca
SP,São Paulo,CT São Paulo 16 Penha,Penha
SP,São Paulo,CT São Paulo 17 São Mateus,São Mateus
SP,São Paulo,CT São Paulo 18 São Miguel Paulista,18 São Miguel Paulista
SP,São Paulo,CT São Paulo 19 São Rafael,19 São Rafael
SP,São Paulo,CT São Paulo 2 Sé,2 Sé
SP,São Paulo,CT São Paulo 20 Sapopemba,20 Sapopemba
SP,São Paulo,CT São Paulo 21 Vila Curuçá,21 Vila Curuçá
SP,São Paulo,CT São Paulo 22 Vila Prudente,22 Vila Prudente
SP,São Paulo,CT São Paulo 23 Anhanguera,23 Anhanguera
SP,São Paulo,CT São Paulo 24 Brasilândia,24 Brasilândia
SP,São Paulo,CT São Paulo 25 Casa Verde,25 Casa Verde
SP,São Paulo,CT São Paulo 26 Freguesia do Ó,26 Freguesia do Ó
SP,São Paulo,CT São Paulo 27 Jaçanã,27 Jaçanã
SP,São Paulo,CT São Paulo 28 Jaraguá,28 Jaraguá
SP,São Paulo,CT São Paulo 29 Perus,29 Perus
SP,São Paulo,CT São Paulo 3 Aricanduva,3 Aricanduva
SP,São Paulo,CT São Paulo 30 Pirituba,30 Pirituba
SP,São Paulo,CT São Paulo 31 Santana,31 Santana
SP,São Paulo,CT São Paulo 32 Tremembé,32 Tremembé
SP,São Paulo,CT São Paulo 33 Vila Maria,33 Vila Maria
SP,São Paulo,CT São Paulo 34 Butantã,34 Butantã
SP,São Paulo,CT São Paulo 35 Lapa,35 Lapa
SP,São Paulo,CT São Paulo 36 Pinheiros,36 Pinheiros
SP,São Paulo,CT São Paulo 37 Rio Pequeno,37 Rio Pequeno
SP,São Paulo,CT São Paulo 38 Campo Limpo,38 Campo Limpo
SP,São Paulo,CT São Paulo 39 Capão Redondo,39 Capão Redondo
SP,São Paulo,CT São Paulo 4 Cangaíba,4 Cangaíba
SP,São Paulo,CT São Paulo 40 Capela do Socorro,40 Capela do Socorro
SP,São Paulo,CT São Paulo 41 Cidade Ademar,41 Cidade Ademar
SP,São Paulo,CT São Paulo 42 Grajaú I,42 Grajaú I
SP,São Paulo,CT São Paulo 43 Grajaú II,43 Grajaú II
SP,São Paulo,CT São Paulo 44 Ipiranga,44 Ipiranga
SP,São Paulo,CT São Paulo 45 Jabaquara,45 Jabaquara
SP,São Paulo,CT São Paulo 46 Jardim São Luiz,46 Jardim São Luiz
SP,São Paulo,CT São Paulo 47 M'Boi Mirim,47 M'Boi Mirim
SP,São Paulo,CT São Paulo 48 Parelheiros,48 Parelheiros
SP,São Paulo,CT São Paulo 49 Pedreira,49 Pedreira
SP,São Paulo,CT São Paulo 5 Cidade Líder,5 Cidade Líder
SP,São Paulo,CT São Paulo 50 Sacomã,50 Sacomã
SP,São Paulo,CT São Paulo 51 Santo Amaro,51 Santo Amaro
SP,São Paulo,CT São Paulo 52 Vila Mariana,52 Vila Mariana
SP,São Paulo,CT São Paulo 6 Cidade Tiradentes I,6 Cidade Tiradentes I
SP,São Paulo,CT São Paulo 7 Cidade Tiradentes II,7 Cidade Tiradentes II
SP,São Paulo,CT São Paulo 8 Ermelino Matarazzo,8 Ermelino Matarazzo
SP,São Paulo,CT São Paulo 9 Guaianases,9 Guaianases
RS,São Paulo das Missões,CT São Paulo das Missões,
AM,São Paulo de Olivença,CT São Paulo de Olivença ,
RN,São Paulo do Potengi,CT São Paulo do Potengi,
RN,São Pedro,CT São Pedro,
SP,São Pedro,CT São Pedro ,
MA,São Pedro da Água Branca,CT São Pedro da Água Branca ,
RJ,São Pedro da Aldeia,CT São Pedro da Aldeia,
MT,São Pedro da Cipa,CT São Pedro da Cipa,
RS,São Pedro da Serra,CT São Pedro da Serra,
MG,São Pedro da União,CT São Pedro da União ,
RS,São Pedro das Missões,CT São Pedro das Missões ,
SC,São Pedro de Alcântara,CT São Pedro de Alcântara,
RS,São Pedro do Butiá,CT São Pedro do Butiá,
PR,São Pedro doguaçu,CT São Pedro do Iguaçu,
PR,São Pedro dovaí,CT São Pedro do Ivaí,
PR,São Pedro do Paraná,CT São Pedro do Paraná,
PI,São Pedro do Piauí,CT São Pedro do Piauí,
MG,São Pedro do Suaçuí,CT São Pedro do Suaçuí,
RS,São Pedro do Sul,CT São Pedro do Sul,
SP,São Pedro do Turvo,CT São Pedro do Turvo,
MA,São Pedro dos Crentes,CT São Pedro dos Crentes,
MG,São Pedro dos Ferros,CT São Pedro dos Ferros,
RN,São Rafael,CT São Rafael,
MA,São Raimundo das Mangabeiras,CT São Raimundo das Mangabeiras,
MA,São Raimundo do Doca Bezerra,CT São Raimundo do Doca Bezerra,
PI,São Raimundo Nonato,CT São Raimundo Nonato,
MA,São Roberto,CT São Roberto ,
MG,São Romão,CT São Romão,
SP,São Roque,CT São Roque,
MG,São Roque de Minas,CT São Roque de Minas,
ES,São Roque do Canaã,CT São Roque do Canaã,
TO,São Salvador do Tocantins,CT São Salvador do Tocantins,
AL,São Sebastião,CT São Sebastião,
SP,São Sebastião,CT São Sebastião,
DF,São Sebastião,CT São Sebastião ,
PR,São Sebastião da Amoreira,CT São Sebastião da Amoreira ,
MG,São Sebastião da Bela Vista,CT São Sebastião da Bela Vista,
PA,São Sebastião da Boa Vista,CT São Sebastião da Boa Vista,
SP,São Sebastião da Grama,CT São Sebastião da Grama ,
MG,São Sebastião da Vargem Alegre,CT São Sebastião da Vargem Alegre,
PB,São Sebastião de Lagoa de Roça,CT São Sebastião de Lagoa de Roça,
RJ,São Sebastião do alto,CT São Sebastião do alto,
MG,São Sebastião do Anta,CT São Sebastião do Anta,
RS,São Sebastião do Caí,CT São Sebastião do Caí,
MG,São Sebastião do Maranhão,CT São Sebastião do Maranhão,
MG,São Sebastião do Oeste,CT São Sebastião do Oeste,
MG,São Sebastião do Paraíso,CT São Sebastião do Paraíso,
BA,São Sebastião do Passe,CT São Sebastião do Passe,
MG,São Sebastião do Rio Preto,CT São Sebastião do Rio Preto,
MG,São Sebastião do Rio Verde,CT São Sebastião do Rio Verde,
TO,São Sebastião do Tocantins,CT São Sebastião do Tocantins,
AM,São Sebastião do Uatumã,CT São Sebastião do Uatumã,
PB,São Sebastião do Umbuzeiro,CT São Sebastião do Umbuzeiro,
RS,São Sepé,CT São Sepé ,
GO,São Simão,CT São Simão,
SP,São Simão,CT São Simão,
MG,São Tiago,CT São Tiago,
MG,São Tomás de Aquino,CT São Tomás de Aquino,
PR,São Tomé,CT São Tomé,
RN,São Tomé,CT São Tomé,
MG,São Tomé das Letras,CT São Tomé das Letras,
RS,São Valentim,CT São Valentim,
RS,São Valentim do Sul,CT São Valentim do Sul ,
TO,São Valério da Natividade,CT São Valério da Natividade,
RS,São Valério do Sul,CT São Valério do Sul,
RS,São Vendelino,CT São Vendelino,
RN,São Vicente,CT São Vicente ,
SP,São Vicente,CT São Vicente I,CT São Vicente I
SP,São Vicente,CT São Vicente II,CT São Vicente II
MG,São Vicente de Minas,CT São Vicente de Minas,
PB,São Vicente do Seridó,CT São Vicente do Seridó,
RS,São Vicente do Sul,CT São Vicente do Sul,
PE,São Vicente Ferrer,CT São Vicente Ferrer,
MA,São Vicente Férrer,CT São Vicente Férrer,
PB,Sapé,CT Sapé ,
BA,Sapeaçu,CT Sapeaçu,
MT,Sapezal,CT Sapezal,
RS,Sapiranga,CT Sapiranga,
PR,Sapopema,CT Sapopema ,
MG,Sapucaí-Mirim,CT Sapucaí-Mirim,
RJ,Sapucaia,CT Sapucaia,
PA,Sapucaia,CT Sapucaia ,
RS,Sapucaia do Sul,CT Sapucaia do Sul,
RJ,Saquarema,CT Saquarema,
PR,Sarandi,CT Sarandi,
RS,Sarandi,CT Sarandi,
SP,Sarapuí,CT Sarapuí,
MG,Sardoá,CT Sardoá,
SP,Sarutaiá,CT Sarutaiá,
MG,Sarzedo,CT Sarzedo,
BA,Sátiro Dias,CT Sátiro Dias ,
AL,Satuba,CT Satuba,
MA,Satubinha,CT Satubinha,
BA,Saubara,CT Saubara ,
PR,Saudade doguaçu,CT Saudade do Iguaçu,
SC,Saudades,CT Saudades,
BA,Saúde,CT Saúde ,
SC,Schroeder,CT Schroeder,
BA,Seabra,CT Seabra,
SC,Seara,CT Seara,
SP,Sebastianópolis do Sul,CT Sebastianópolis do Sul,
PI,Sebastião Barros,CT Sebastião Barros,
BA,Sebastião Laranjeiras,CT Sebastião Laranjeiras ,
PI,Sebastiao Leal,CT Sebastiao Leal,
RS,Seberi,CT Seberi,
RS,Sede Nova,CT Sede Nova,
RS,Segredo,CT Segredo ,
RS,Selbach,CT Selbach,
MS,Selvíria,CT Selvíria,
MG,Sem-Peixe,CT Sem-Peixe,
AC,Sena Madureira,CT Sena Madureira,
MA,Senador Alexandre Costa,CT Senador Alexandre Costa,
MG,Senador Amaral,CT Senador Amaral,
GO,Senador Canedo,CT Senador Canedo Região Central,Região Central
GO,Senador Canedo,CT Senador Canedo Regional Oliveiras,Região Oliveiras
MG,Senador Cortes,CT Senador Cortes,
RN,Senador Elói de Souza,CT Senador Elói de Souza,
MG,Senador Firmino,CT Senador Firmino,
RN,Senador Georgino Avelino,CT Senador Georgino Avelino,
AC,Senador Guiomard,CT Senador Guiomard,
MG,Senador José Bento,CT Senador José Bento,
PA,Senador José Porfírio,CT Senador José Porfírio,
MA,Senador La Rocque,CT Senador La Rocque,
MG,Senador Modestino Gonçalves,CT Senador Modestino Gonçalves,
CE,Senador Pompeu,CT Senador Pompeu,
AL,Senador Rui Palmeira,CT Senador Rui Palmeira,
CE,Senador Sá,CT Senador Sá,
RS,Senador Salgado Filho,CT Senador Salgado Filho,
PR,Sengés,CT Sengés,
BA,Senhor do Bonfim,CT Senhor do Bonfim,
MG,Senhora de Oliveira,CT Senhora de Oliveira ,
MG,Senhora do Porto,CT Senhora do Porto,
MG,Senhora dos Remédios,CT Senhora dos Remédios,
RS,Sentinela do Sul,CT Sentinela do Sul,
BA,Sento Sé,CT Sento Sé,
RS,Serafina Corrêa,CT Serafina Corrêa,
MG,Sericita,CT Sericita,
RO,Seringueiras,CT Seringueiras,
RS,Sério,CT Sério,
MG,Seritinga,CT Seritinga,
RJ,Seropédica,CT Seropédica,
ES,Serra,CT Serra Regional I,CT Serra Regional I
ES,Serra,CT Serra Regional II,CT Serra Regional II
ES,Serra,CT Serra Regional III,CT Serra Regional III
ES,Serra,CT Serra Regional IV,CT Serra Regional IV
SC,Serra Alta,CT Serra Alta,
SP,Serra Azul,CT Serra Azul ,
MG,Serra Azul de Minas,CT Serra Azul de Minas,
PB,Serra Branca,CT Serra Branca ,
RN,Serra Caiada,CT Serra Caiada,
PB,Serra da Raiz,CT Serra da Raiz,
MG,Serra da Saudade,CT Serra da Saudade,
RN,Serra de São Bento,CT Serra de São Bento,
RN,Serra do Mel,CT Serra do Mel,
AP,Serra do Navio,CT Serra do Navio,
BA,Serra do Ramalho,CT Serra do Ramalho ,
MG,Serra do Salitre,CT Serra do Salitre,
MG,Serra dos Aimorés,CT Serra dos Aimorés,
BA,Serra Dourada,CT Serra Dourada,
PB,Serra Grande,CT Serra Grande,
SP,Serra Negra,CT Serra Negra,
RN,Serra Negra do Norte,CT Serra Negra do Norte,
MT,Serra Nova Dourada,CT Serra Nova Dourada,
BA,Serra Preta,CT Serra Preta,
PB,Serra Redonda,CT Serra Redonda,
PE,Serra Talhada,CT Serra Talhada ,
SP,Serrana,CT Serrana,
MG,Serrania,CT Serrania,
MA,Serrano do Maranhão,CT Serrano do Maranhão,
GO,Serranópolis,CT Serranópolis,
MG,Serranópolis de Minas,CT Serranópolis de Minas,
PR,Serranópolis doguaçu,CT Serranópolis do Iguaçu,
MG,Serranos,CT Serranos,
PB,Serraria,CT Serraria,
BA,Serrinha,CT Serrinha,
RN,Serrinha,CT Serrinha,
RN,Serrinha dos Pintos,CT Serrinha dos Pintos,
PE,Serrita,CT Serrita,
MG,Serro,CT Serro,
BA,Serrolândia,CT Serrolândia,
PR,Sertaneja,CT Sertaneja ,
PE,Sertânia,CT Sertânia,
PR,Sertanópolis,CT Sertanópolis,
RS,Sertão,CT Sertão ,
RS,Sertão Santana,CT Sertão Santana,
PB,Sertãozinho,CT Sertãozinho,
SP,Sertãozinho,CT Sertãozinho,
SP,Sete Barras,CT Sete Barras,
RS,Sete de Setembro,CT Sete de Setembro,
MG,Sete Lagoas,CT Sete Lagoas Setor 1,CT Sete Lagoas Setor 1
MG,Sete Lagoas,CT Sete Lagoas Setor 2,CT Sete Lagoas Setor 2
MG,Sete Lagoas,CT Sete Lagoas Setor 3,CT Sete Lagoas Setor 3
MS,Sete Quedas,CT Sete Quedas,
MG,Setubinha,CT Setubinha,
RS,Severiano de Almeida,CT Severiano de Almeida,
RN,Severiano Melo,CT Severiano Melo,
SP,Severínia,CT Severínia,
DF,SIA,CT SIA,
SC,Siderópolis,CT Siderópolis,
MS,Sidrolândia,CT Sidrolândia,
PI,Sigefredo Pacheco,CT Sigefredo Pacheco,
RJ,Silva Jardim,CT Silva Jardim,
GO,Silvânia,CT Silvânia  ,
TO,Silvanópolis,CT Silvanópolis ,
RS,Silveira Martins,CT Silveira Martins,
MG,Silveirânia,CT Silveirânia,
SP,Silveiras,CT Silveiras,
AM,Silves,CT Silves,
MG,Silvianópolis,CT Silvianópolis,
SE,Simão Dias,CT Simão Dias,
MG,Simão Pereira,CT Simão Pereira,
PI,Simões,CT Simões,
BA,Simões Filho,CT Simões Filho,
GO,Simolândia,CT Simolândia,
MG,Simonésia,CT Simonésia,
PI,Simplício Mendes,CT Simplício Mendes,
RS,Sinimbu,CT Sinimbu,
MT,Sinop,CT Sinop I,CT Sinop I
MT,Sinop,CT Sinop II,CT Sinop II
PR,Siqueira Campos,CT Siqueira Campos,
PE,Sirinhaém,CT Sirinhaém,
SE,Siriri,CT Siriri,
GO,Sítio D'Abadia,CT Sítio D'Abadia,
BA,Sítio do Mato,CT Sítio do Mato,
