uf,city,neighborhood
RS,CRUZ ALTA,BAIRRO BRUM I
RS,CRUZ ALTA,VILA FERROVIÁRIA
RS,CRUZ ALTA,BONINI I
RS,CRUZ ALTA,SÃO JOSÉ
RS,CRUZ ALTA,BAIRRO DE FATIMA
RS,CRUZ ALTA,CONCEIÇÃO
RS,CRUZ ALTA,VILA SCHETTERT
RS,CRUZ ALTA,CENTRO
RS,CRUZ ALTA,VILA RANCHO
RS,CRUZ ALTA,VILA GOBBO
RS,FORTALEZA DOS VALOS,FAZENDA COLORADO
RS,CRUZ ALTA,VILA SANTA TEREZINHA II
RS,CRUZ ALTA,BOA PARADA
RS,BOA VISTA DO INCRA,CENTRO
RS,FORTALEZA DOS VALOS,CENTRO
RS,CRUZ ALTA,VILA ABEGAY
RS,CRUZ ALTA,VILA NOVA
RS,PEJUÇARA,CENTRO
RS,CRUZ ALTA,SÃO GENARO
RS,CRUZ ALTA,VILA PROGRESSO
RS,CRUZ ALTA,SÃO MIGUEL
RS,BOA VISTA DO CADEADO,CENTRO
RS,FORTALEZA DOS VALOS,ESQUINA GAUCHA
RS,CRUZ ALTA,VILA ROCHA
RS,CRUZ ALTA,VILA LIZABEL
RS,BOA VISTA DO CADEADO,INTERIOR
RS,FORTALEZA DOS VALOS,INTERIOR
RS,BOA VISTA DO INCRA,INTERIOR
RS,PEJUÇARA,INTERIOR
RS,CRUZ ALTA,FAZENDA SEIVAL
RS,BOA VISTA DO INCRA,ASSENTAMENTO SANTO IZIDRO I
SC,SCHROEDER,SCHROEDER I
SC,SCHROEDER,CENTRO NORTE
SC,JARAGUÁ DO SUL,VILA NOVA
SC,JARAGUÁ DO SUL,SÃO LUIS
SC,SCHROEDER,CENTRO
SC,JARAGUÁ DO SUL,RIO DA LUZ II
SC,SCHROEDER,ITOUPAVA-AÇU
SC,JARAGUÁ DO SUL,JARAGUÁ 99
SC,JARAGUÁ DO SUL,BARRA DO RIO CERRO
SC,JARAGUÁ DO SUL,BARRA DO RIO MOLHA
SC,JARAGUÁ DO SUL,ILHA DA FIGUEIRA
SC,JARAGUÁ DO SUL,JARAGUÁ ESQUERDO
SC,JARAGUÁ DO SUL,TIFA MARTINS
SC,JARAGUÁ DO SUL,RIO CERRO I
SC,JARAGUÁ DO SUL,RIO DA LUZ
SC,SCHROEDER,SCHROEDER III
SC,JARAGUÁ DO SUL,GARIBALDI
SC,JARAGUÁ DO SUL,RIO CERRO II
SC,SCHROEDER,TOMASELLI
SC,JARAGUÁ DO SUL,RIO MOLHA
SC,JARAGUÁ DO SUL,BOA VISTA
SC,JARAGUÁ DO SUL,JARAGUÁ 84
SE,NOSSA SENHORA DA GLÓRIA,CENTRO
SE,NOSSA SENHORA DA GLÓRIA,LINDO HORIZONTE
SE,NOSSA SENHORA DA GLÓRIA,BRASÍLIA
SE,NOSSA SENHORA DA GLÓRIA,ZONA RURAL
SE,NOSSA SENHORA DA GLÓRIA,CONJ. JOSEFINA FEITOSA
SE,NOSSA SENHORA DA GLÓRIA,NOVO HORIZONTE
SE,NOSSA SENHORA DA GLÓRIA,JARDIM DO SERTÃO
SE,NOSSA SENHORA DA GLÓRIA,DIVINÉIA
SE,SÃO MIGUEL DO ALEIXO,CENTRO
SE,SÃO MIGUEL DO ALEIXO,"PARAÍSO DE SÃO PEDRO, ASSENTAMENTO"
SE,SÃO MIGUEL DO ALEIXO,GENIPAPO
SE,SÃO MIGUEL DO ALEIXO,MALHADA DOS NEGROS I
SE,SÃO MIGUEL DO ALEIXO,LAGÔA DOS TAMBURIS
SE,SÃO MIGUEL DO ALEIXO,"PATOS, POVOADO"
SP,AVARÉ,ALTO DA BOA VISTA
SP,AVARÉ,VILA SAO LUIZ
SP,AVARÉ,VILA SAO JUDAS TADEU
SP,AVARÉ,CHACARA TINOCO
SP,AVARÉ,BANCO NACIONAL DA HABITACAO BRABANCIA
SP,AVARÉ,SANTA ELIZABETH
SP,AVARÉ,JARDIM VERA CRUZ
SP,AVARÉ,CENTRO
SP,AVARÉ,AGUA BRANCA
SP,AVARÉ,JARDIM PARAISO
SP,AVARÉ,JARDIM EUROPA
SP,AVARÉ,BRAZ
SP,AVARÉ,JARDIM BRABANCIA
SP,AVARÉ,SANTANA
SP,AVARÉ,BALNEÁRIO COSTA AZUL
SP,AVARÉ,JARDIM AMERICA
SP,AVARÉ,VILA MARTINS
SP,AVARÉ,DISTRITO DE BARRA GRANDE
SP,AVARÉ,CHACARA CAMARGO
TO,PONTE ALTA DO BOM JESUS,CENTRO
TO,LAVANDEIRA,CENTRO
TO,TAGUATINGA,SETOR NORTE
TO,TAGUATINGA,CENTRO
TO,PONTE ALTA DO BOM JESUS,ZONA RURAL
TO,TAGUATINGA,VILA SANTA MARIA
TO,TAGUATINGA,SETOR INDUSTRIAL
TO,TAGUATINGA,SETOR BELA VISTA
TO,AURORA DO TOCANTINS,CENTRO
TO,TAGUATINGA,ZONA RURAL
AL,SÃO MIGUEL DOS CAMPOS,CENTRO
AL,SÃO MIGUEL DOS CAMPOS,FATIMA
AL,JEQUIÁ DA PRAIA,CENTRO
AL,ROTEIRO,CENTRO
AL,SÃO MIGUEL DOS CAMPOS,LOT. HELIO JATOBA 2
AL,SÃO MIGUEL DOS CAMPOS,LOT. HELIO JATOBA 3
AL,SÃO MIGUEL DOS CAMPOS,HUMBERTO ALVES
AL,SÃO MIGUEL DOS CAMPOS,LOT. CANTO DA SAUDADE
AM,BARCELOS,CENTRO
AM,BARCELOS,SAO SEBASTIAO
AM,BARCELOS,SAO FRANCISCO DE ASSIS
AM,BARCELOS,NAZARE
AM,BARCELOS,ZONA RURAL
BA,SALVADOR,LIBERDADE
BA,SALVADOR,CAIXA D'ÁGUA
BA,SALVADOR,LAPINHA
BA,SALVADOR,CAMINHO DE AREIA
BA,SALVADOR,SOLEDADE
BA,SALVADOR,MARES
BA,SALVADOR,ROMA
CE,ASSARÉ,CENTRO
CE,ANTONINA DO NORTE,CASTELO BRANCO
CE,ASSARÉ,JOSE DODO
CE,ASSARÉ,VILA MOEDA
CE,ASSARÉ,PEDRA DE FOGO
CE,TARRAFAS,SEDE
CE,TARRAFAS,CENTRO
CE,ASSARÉ,ARATAMA
CE,ANTONINA DO NORTE,SERRARIA I
CE,TARRAFAS,ZONA RURAL
CE,ASSARÉ,PARQUE DE VAQUEJADA
CE,ASSARÉ,ZONA RURAL
CE,ASSARÉ,AMARO
CE,ANTONINA DO NORTE,CENTRO
CE,ASSARÉ,SERRA DE SANTANA
CE,ANTONINA DO NORTE,POPULARES
CE,ASSARÉ,GENEZARE
DF,BRASÍLIA,SAO SEBASTIAO
DF,BRASÍLIA,JARDIM BOTÂNICO
DF,BRASÍLIA,LAGO SUL
DF,BRASÍLIA,ZONA RURAL
ES,IÚNA,QUILOMBO
ES,IÚNA,CENTRO
ES,IÚNA,GUANABARA
ES,IÚNA,DISTRITO DE NOSSA SENHORA DAS GRAÇAS
ES,IÚNA,FERREIRA VALE
ES,IBITIRAMA,CENTRO
ES,IBITIRAMA,PEDRA ROXA
ES,IÚNA,DISTRITO SANTÍSSIMA TRINDADE
ES,IÚNA,CÓRREGO RIO CLARO
ES,IÚNA,ALTO PERDIÇÃO
ES,IBITIRAMA,SÃO FRANCISCO
ES,IÚNA,CÓRREGO SANTA CLARA DO SEU URBANO
ES,IÚNA,CÓRREGO BONSUCESSO
ES,IBITIRAMA,SÃO JOSÉ DO CAPARAÓ
ES,IÚNA,CÓRREGO TERRA CORRIDA
ES,IBITIRAMA,DISTRITO DE SANTA MARTA
ES,IÚNA,DISTRITO DE PEQUIÁ
ES,IÚNA,CÓRREGO SÃO JOÃO DO PRÍNCIPE
ES,IÚNA,CÓRREGO SANTA CLARA
ES,IÚNA,CÓRREGO DE LARANJA DA TERRA
ES,IBITIRAMA,PRATINHA
ES,IÚNA,ESTRADA DO PRÍNCIPE
GO,PEROLÂNDIA,CENTRO
GO,SERRANÓPOLIS,SETOR RODOVIARIO
GO,JATAÍ,CENTRO
GO,JATAÍ,SETOR OESTE
GO,JATAÍ,CONJUNTO RIO CLARO II
GO,JATAÍ,JARDIM RIO CLARO
GO,JATAÍ,CIDADE JARDIM I
GO,JATAÍ,SANTA TEREZINHA
GO,JATAÍ,SETOR COLMÉIA PARK
GO,JATAÍ,VILA OLAVO
GO,JATAÍ,VILA PROGRESSO
GO,JATAÍ,SAMUEL GRAHAN
GO,JATAÍ,RESIDENCIAL FLAMBOYANT
GO,SERRANÓPOLIS,CENTRO
GO,JATAÍ,SETOR FABRINY
GO,JATAÍ,VILA SOFIA I
GO,JATAÍ,SETOR EPAMINONDAS II
GO,JATAÍ,VILA SÃO PEDRO
GO,JATAÍ,SETOR AEROPORTO
GO,JATAÍ,CENTRO PARTE BAIXA
GO,JATAÍ,SETOR SANTA MARIA
GO,JATAÍ,CONJUNTO ESTRELA DALVA
GO,JATAÍ,CIDADE JARDIM II
GO,JATAÍ,VILA PARAÍSO II
GO,JATAÍ,SETOR HERMOSA
GO,JATAÍ,POVOADO DE NAVESLÂNDIA
GO,JATAÍ,POVOADO DA ESTÂNCIA
GO,SERRANÓPOLIS,BAIRRO JARDIM DAS OLIVEIRAS
GO,JATAÍ,ZONA RURAL
GO,JATAÍ,SETOR SERRA AZUL
MA,SANTA RITA,CENTRO-ZONA URBANA
MA,ROSÁRIO,BAIRRO VILA IVAR SALDANHA-ZONA URBANA
MA,BACABEIRA,POVOADO ALTO SATUBA-ZONA RURAL
MA,BACABEIRA,POVOADO PERI DE BAIXO-ZONA RURAL
MA,ROSÁRIO,BAIRRO VILA PEREIRA-ZONA URBANA
MA,BACABEIRA,POVOADO JOSE PEDRO-ZONA RURAL
MA,ROSÁRIO,BAIRRO CIDADE NOVA-ZONA URBANA
MA,SANTA RITA,POVOADO SÃO JOSÉ DO ENFEZADO - ZONA RURAL
MA,ROSÁRIO,BAIRRO PARAISO-ZONA URBANA
MA,SANTA RITA,POVOADO PEDREIRAS-ZONA RURAL
MA,ROSÁRIO,BAIRRO VILA BACURAU-ZONA URBANA
MA,ROSÁRIO,CENTRO-ZONA URBANA
MA,BACABEIRA,CENTRO-ZONA URBANA
MA,ROSÁRIO,POVOADO SAO SIMAO-ZONA RURAL
MA,SANTA RITA,POVOADO OITEIRO DOS PIRES-ZONA RURAL
MA,SANTA RITA,POVOADO CENTRINHO-ZONA RURAL
MA,ROSÁRIO,BAIRRO COHAB I-ZONA URBANA
MA,ROSÁRIO,BAIRRO MALVINAS-ZONA URBANA
MA,SANTA RITA,POVOADO CAREMA-ZONA RURAL
MA,BACABEIRA,POVOADO VIDEO-ZONA RURAL
MA,ROSÁRIO,POVOADO SAO MIGUEL-ZONA RURAL
MA,ROSÁRIO,POVOADO SAPUCAIA-ZONA RURAL
MA,SANTA RITA,POVOADO AREIAS-ZONA RURAL
MA,BACABEIRA,POVOADO RANCHO PAPOUCO-ZONA RURAL
MA,ROSÁRIO,POVOADO ITAMIRIM-ZONA RURAL
MA,BACABEIRA,POVOADO SAO PEDRO-ZONA RURAL
MA,BACABEIRA,POVOADO PERI DE CIMA-ZONA RURAL
MA,BACABEIRA,POVOADO GAMELEIRA-ZONA RURAL
MA,BACABEIRA,POVOADO VILA CEARENSE-ZONA RURAL
MA,ROSÁRIO,POVOADO PROVIDENCIA-ZONA RURAL
MA,ROSÁRIO,POVOADO NAMBUACU DE CIMA-ZONA RURAL
MA,ROSÁRIO,POVOADO ITAIPU-ZONA RURAL
MA,SANTA RITA,POVOADO VENEZA-ZONA RURAL
MA,ROSÁRIO,POVOADO SAO JOAO DO ROSARIO-ZONA RURAL
MA,SANTA RITA,POVOADO SANTIAGO-ZONA RURAL
MA,ROSÁRIO,POVOADO MIRANDA-ZONA RURAL
MA,SANTA RITA,POVOADO MARENGO-ZONA RURAL
MA,SANTA RITA,povoado recurso - zona rural
MA,SANTA RITA,POVOADO OLHOS D'AGUA-ZONA RURAL
MA,ROSÁRIO,POVOADO CURIMATÁ-ZONA RURAL
MA,BACABEIRA,SANTA QUITÉRIA-ZONA URBANA
MA,BACABEIRA,POVOADO RAMAL DO ABUDE - ZONA RURAL
MA,SANTA RITA,POVOADO JIQUIRI - ZONA RURAL
MA,SANTA RITA,POVOADO CAI-CÔCO-ZONA RURAL
MA,ROSÁRIO,POVOADO JENIPAPEIRO-ZONA RURAL
MA,SANTA RITA,POVOADO SÍTIO DO MEIO - ZONA RURAL
MA,SANTA RITA,POVOADO MATA DOS PIRES - ZONA RURAL
MA,SANTA RITA,POVOADO PAPAGAIO - ZONA RURAL
MA,SANTA RITA,POVOADO JOÃO MENDES - ZONA RURAL
MA,SANTA RITA,POVOADO CARIONGUINHO - ZONA RURAL
MA,SANTA RITA,POVOADO NOVA VIDA - ZONA RURAL
MA,SANTA RITA,ZONA RURAL
MA,ROSÁRIO,POVOADO JUCARAL-ZONA RURAL
MA,SANTA RITA,POVOADO FOGOSO - ZONA RURAL
MA,ROSÁRIO,POVOADO NAMBUACU DE BAIXO-ZONA RURAL
MA,ROSÁRIO,POVOADO LENTEL-ZONA RURAL
MA,ROSÁRIO,POVOADO PIRANGI-ZONA RURAL
MA,ROSÁRIO,POVOADO MATO GROSSO-ZONA RURAL
MA,SANTA RITA,POVOADO SANTA BÁRBARA - ZONA RURAL
MA,SANTA RITA,POVOADO CAREMINHA - ZONA RURAL
MA,ROSÁRIO,POVOADO BOM TEMPO-ZONA RURAL
MA,SANTA RITA,POVOADO PIQUI - ZONA RURAL
MA,ROSÁRIO,POVOADO SANTA LUZIA-ZONA RURAL
MA,SANTA RITA,POVOADO PORTO ALEGRE - ZONA RURAL
MG,PAINS,CENTRO
MG,ARCOS,VILA CALCITA
MG,ARCOS,SAO JUDAS TADEU
MG,ARCOS,SÃO VICENTE
MG,ARCOS,NITEROI
MG,ARCOS,VILA BOA VISTA
MG,ARCOS,JARDIM BELA VISTA
MG,ARCOS,SANTO ANTONIO
MG,IGUATAMA,BELA VISTA
MG,ARCOS,NOVA MORADA
MG,ARCOS,JARDIM ESPLANADA
MG,PAINS,ALVORADA
MG,ARCOS,CENTRO
MG,ARCOS,ILHA (DISTRITO)
MG,IGUATAMA,CENTRO
MG,PAINS,CAPOEIRAO (ZONA RURAL)
MG,ARCOS,BRASILIA
MG,ARCOS,PLANALTO
MG,IGUATAMA,GARÇAS DE MINAS
MG,IGUATAMA,CUNHAS
MG,PAINS,VILA COSTINA
MG,IGUATAMA,CORGUINHOS
MS,DOURADOS,JARDIM GUAICURUS
MS,DOURADOS,PARQUE NOVA DOURADOS
MS,DOURADOS,JARDIM ÁGUA BOA
MS,DOURADOS,CONJUNTO HABITACIONAL IZIDRO PEDROSO
MS,DOURADOS,DEOCLÉCIO ARTUZI
MS,DOURADOS,CONJUNTO HABITACIONAL TERRA ROXA II
MS,DOURADOS,JARDIM JOCKEY CLUB
MS,DOURADOS,JARDIM ITÁLIA
MS,DOURADOS,PARQUE DAS NAÇÕES I
MS,DOURADOS,PARQUE DO LAGO II
MS,DOURADOS,JARDIM JOÃO PAULO II
MS,DOURADOS,JARDIM RASSLEM
MS,DOURADOS,JARDIM CLÍMAX
MS,DOURADOS,JARDIM NOVO HORIZONTE
MS,DOURADOS,VILA ROMA II
MS,DOURADOS,PARQUE DAS NAÇÕES II
MS,DOURADOS,VILA CACHOEIRINHA
MS,DOURADOS,COHAB II
MS,DOURADOS,VILA INDUSTRIAL
MS,DOURADOS,CENTRO
MS,DOURADOS,VILA ALMEIDA
MS,DOURADOS,JARDIM SANTO ANDRÉ
MS,DOURADOS,VILA SÃO BRAZ
MS,DOURADOS,BARREIRINHO
MS,DOURADOS,DISTRITO DE VILA SÃO PEDRO
MS,DOURADOS,VILA UBIRATAN
MS,DOURADINA,CENTRO
MS,DOURADOS,DISTRITO DE VILA FORMOSA
MS,DOURADOS,BNH IV PLANO
MS,DOURADINA,DISTRITO DE CRUZALTINA
MS,DOURADOS,DISTRITO DE INDÁPOLIS
MS,DOURADINA,ALDEIA LAGOA RICA
MS,DOURADINA,DISTRITO DE BOCAJÁ
MS,DOURADOS,BARREIRÃO
MT,MIRASSOL D'OESTE,BOA VISTA
MT,MIRASSOL D'OESTE,PARQUE MORUMBI
MT,PORTO ESPERIDIÃO,CENTRO
MT,MIRASSOL D'OESTE,CENTRO
MT,CURVELÂNDIA,CENTRO
MT,GLÓRIA D'OESTE,CENTRO
MT,MIRASSOL D'OESTE,JARDIM SÃO PAULO
MT,MIRASSOL D'OESTE,PÉ DA SERRA
MT,MIRASSOL D'OESTE,SONHO AZUL
MT,PORTO ESPERIDIÃO,VILA PICADA
MT,PORTO ESPERIDIÃO,VILA CARDOSO
MT,MIRASSOL D'OESTE,ASSENTAMENTO MARGARIDA ALVES
MT,MIRASSOL D'OESTE,ASSENTAMENTO ROSELI NUNES
MT,PORTO ESPERIDIÃO,BOCAIUVAL
MT,CURVELÂNDIA,JARDIM PAULISTA
MT,PORTO ESPERIDIÃO,POSTINHO
MT,PORTO ESPERIDIÃO,PEDRO NECA
MT,GLÓRIA D'OESTE,DISTRITO MONTE CASTELO
MT,PORTO ESPERIDIÃO,ZONA RURAL
PA,ALTAMIRA,DISTRITO DE CASTELO DOS SONHOS
PA,ALTAMIRA,JARDIM INDEPENDENTE I
PA,ALTAMIRA,CENTRO
PA,ALTAMIRA,LIBERDADE
PA,ALTAMIRA,BRASÍLIA
PA,ALTAMIRA,ZONA RURAL
PA,ALTAMIRA,MUTIRÃO
PA,VITÓRIA DO XINGU,CENTRO
PA,BRASIL NOVO,CENTRO
PA,VITÓRIA DO XINGU,JARDIM DALL ACQUA
PA,ALTAMIRA,SUDAM II
PA,ALTAMIRA,BELA VISTA
PA,ALTAMIRA,SUDAM I
PA,ALTAMIRA,JATOBÁ
PA,ALTAMIRA,BURITI
PA,ALTAMIRA,ÁGUA AZUL
PA,ALTAMIRA,SÃO JOAQUIM
PA,VITÓRIA DO XINGU,ZONA RURAL
PA,ALTAMIRA,JARDIM PRIMAVERA
PA,ALTAMIRA,NOVA ALTAMIRA
PA,ALTAMIRA,INDEPENDENTE I
PA,ALTAMIRA,RECREIO
PA,ALTAMIRA,COMUNIDADE DO ITAPUAMA
PA,ALTAMIRA,CASA NOVA
PA,ALTAMIRA,LARANJEIRA
PA,ALTAMIRA,CONJUNTO ALBERTO SOARES
PA,ALTAMIRA,BOA ESPERANÇA
PA,ALTAMIRA,APARECIDA
PA,ALTAMIRA,SÃO SEBASTIÃO
PA,ALTAMIRA,SERRINHA
PA,ALTAMIRA,PREMEM
PA,BRASIL NOVO,ZONA RURAL
PA,ALTAMIRA,JARDIM ORIENTE
PA,ALTAMIRA,KM 23
PB,UMBUZEIRO,ZONA RURAL
PB,SANTA CECÍLIA,ZONA RURAL
PB,NATUBA,CENTRO
PB,SANTA CECÍLIA,CENTRO
PB,UMBUZEIRO,CENTRO
PB,ALCANTIL,CENTRO
PB,UMBUZEIRO,MATA VIRGEM
PB,NATUBA,ZONA RURAL
PB,NATUBA,PIRAUA
PB,ALCANTIL,ZONA RURAL
PB,ALCANTIL,POVOADO
PE,VITÓRIA DE SANTO ANTÃO,ALTO JOSÉ LEAL
PE,VITÓRIA DE SANTO ANTÃO,LIDIA QUEIROZ
PE,VITÓRIA DE SANTO ANTÃO,JARDIM IPIRANGA
PE,VITÓRIA DE SANTO ANTÃO,REDENÇÃO
PE,VITÓRIA DE SANTO ANTÃO,LIVRAMENTO
PE,VITÓRIA DE SANTO ANTÃO,BELA VISTA
PE,VITÓRIA DE SANTO ANTÃO,MAUÉS
PE,VITÓRIA DE SANTO ANTÃO,ALTO DO AMPARO
PE,VITÓRIA DE SANTO ANTÃO,SÍTIO DO MEIO
PE,VITÓRIA DE SANTO ANTÃO,LADEIRA DE PEDRA
PE,VITÓRIA DE SANTO ANTÃO,LAGOA REDONDA
PE,VITÓRIA DE SANTO ANTÃO,MATRIZ
PI,VALENÇA DO PIAUÍ,NOVO HORIZONTE
PI,VALENÇA DO PIAUÍ,LAVANDERIA
PI,VALENÇA DO PIAUÍ,VALENCINHA
PI,VALENÇA DO PIAUÍ,CENTRO
PI,NOVO ORIENTE DO PIAUÍ,GIL MARQUES DE OLIVEIRA
PI,NOVO ORIENTE DO PIAUÍ,ZONA RURAL
PI,VALENÇA DO PIAUÍ,ZONA RURAL
PI,NOVO ORIENTE DO PIAUÍ,CENTRO
PI,VALENÇA DO PIAUÍ,MORADA NOVA
PR,JAGUARIAÍVA,JARDIM MATARAZZO
PR,JAGUARIAÍVA,VILA SAO LUIZ
PR,JAGUARIAÍVA,PRIMAVERA
PR,JAGUARIAÍVA,JARDIM SÃO BRAZ
PR,JAGUARIAÍVA,VILA KENEDY
PR,JAGUARIAÍVA,VILA PINHEIRO
PR,JAGUARIAÍVA,CENTRO
PR,JAGUARIAÍVA,CADEADO
PR,JAGUARIAÍVA,CIDADE ALTA
PR,JAGUARIAÍVA,LAGOAO
PR,JAGUARIAÍVA,SAMAMBAIA
PR,JAGUARIAÍVA,JANGAI
PR,JAGUARIAÍVA,CACHOEIRA
PR,JAGUARIAÍVA,LANCAS
PR,JAGUARIAÍVA,CERRADO DA ROSEIRA
PR,JAGUARIAÍVA,MORRO AZUL
PR,JAGUARIAÍVA,ESPIGAO ALTO
PR,JAGUARIAÍVA,GENTIO
RN,AFONSO BEZERRA,CENTRO
RN,ANGICOS,ALTO DO TRIÂNGULO
RN,AFONSO BEZERRA,ZONA RURAL
RN,SANTANA DO MATOS,ZONA RURAL
RN,ANGICOS,ALTO DA ESPERANÇA
RN,SANTANA DO MATOS,CENTRO
RN,FERNANDO PEDROZA,CENTRO
RN,ANGICOS,CENTRO
RN,AFONSO BEZERRA,NOVA DESCOBERTA
RO,URUPÁ,SETOR 3 - NOVO HORIZONTE
RO,URUPÁ,SETOR 4 - ALTO ALEGRE
RO,ALVORADA DO OESTE,ALTO ALEGRE
RO,URUPÁ,SETOR 1 - SUMAUMA
RO,ALVORADA DO OESTE,TERRA BOA
RO,ALVORADA DO OESTE,ZONA RURAL
RO,ALVORADA DO OESTE,TANCREDOPOLIS
RO,URUPÁ,NOVA ALIANÇA
RO,URUPÁ,ZONA RURAL
RO,ALVORADA DO OESTE,CIDADE ALTA
RO,ALVORADA DO OESTE,CENTRO
RO,ALVORADA DO OESTE,CTG
RS,DOM PEDRITO,DR. MOACYR DIAS
RS,DOM PEDRITO,GETULIO VARGAS
RS,DOM PEDRITO,SÃO GREGÓRIO
RS,DOM PEDRITO,JOSÉ TUDE DE GODOY
RS,DOM PEDRITO,SANTA MARIA
RS,DOM PEDRITO,CENTRO
RS,DOM PEDRITO,ATALIBA COUTINHO DA ROCHA
RS,DOM PEDRITO,OSCAR VICENTE E SILVA
RS,DOM PEDRITO,INTERIOR DO MUNICÍPIO
RS,DOM PEDRITO,SAGRADA FACE
RS,DOM PEDRITO,INTERIOR DO MUNICIPIO
SC,JOAÇABA,NOSSA SENHORA DE LOURDES
SC,JOAÇABA,CENTRO
SC,JOAÇABA,SANTA TEREZA
SC,CATANDUVAS,CENTRO
SC,JABORÁ,CENTRO
SC,CATANDUVAS,SEBALDO KUNZ
SC,CATANDUVAS,CIDADE JARDIM
SC,JOAÇABA,CLARA ADÉLIA
SC,LUZERNA,SÃO FRANCISCO
SC,LUZERNA,LINHA GRAFUNDA
SC,JABORÁ,LINHA CASTELHANO
SC,JOAÇABA,FLOR DA SERRA
SC,CATANDUVAS,CENTRO-OESTE
SC,JOAÇABA,LINHA SANTA CLARA BAIXA
SC,LUZERNA,CENTRO
SC,JOAÇABA,SÃO BRÁS
SC,JOAÇABA,VILA PEDRINI
SC,JOAÇABA,JARDIM DAS HORTÊNCIAS - AEROPORTO
SC,JOAÇABA,SANTA HELENA
SC,JOAÇABA,MENINO DEUS
SC,JOAÇABA,VILA REMOR
SC,CATANDUVAS,LINHA JACUTINGA
SC,JABORÁ,LINHA SANTA LÚCIA
SC,LUZERNA,VILA KENNEDY
SC,JABORÁ,LINHA SÃO MIGUEL
SC,JABORÁ,LINHA SÃO LOURENÇO
SC,JOAÇABA,KM 16
SC,LUZERNA,LINHA LEÃOZINHO
SC,JOAÇABA,CAETANO BRANCO
SC,JOAÇABA,NOVA PETRÓPOLIS
SC,CATANDUVAS,LINHA PEDRA LISA
SC,JABORÁ,LINHA VISTA ALEGRE
SE,PORTO DA FOLHA,POV NITEROI
SE,MONTE ALEGRE DE SERGIPE,CENTRO
SE,PORTO DA FOLHA,POV LAGOA DO RANCHO
SE,PORTO DA FOLHA,POVOADO CRAIBEIRO
SE,PORTO DA FOLHA,POV ILHA DO OURO
SE,PORTO DA FOLHA,POV LAGOA DA VOLTA
SE,PORTO DA FOLHA,CENTRO
SE,PORTO DA FOLHA,POV LAGOA DO MATO
SE,PORTO DA FOLHA,POV LINDA FRANCA
SE,PORTO DA FOLHA,POVOADO LAGOA SALGADA
SE,PORTO DA FOLHA,POV ILHA DE SAO PEDRO
SE,PORTO DA FOLHA,POVOADO RANCHINHO
SE,PORTO DA FOLHA,POV LAGOA REDONDA
SE,MONTE ALEGRE DE SERGIPE,POV LAGOA DO ROCADO
SE,MONTE ALEGRE DE SERGIPE,ZONA RURAL
SE,PORTO DA FOLHA,POV MOCAMBO
SE,PORTO DA FOLHA,POV UMBUZEIRO DO MATUTO
SP,SÃO JOSÉ DO BARREIRO,CENTRO
SP,BANANAL,CENTRO
SP,ARAPEÍ,CENTRO
TO,PARANÃ,POVOADO BOM JESUS DA PALMA
TO,PALMEIRÓPOLIS,CENTRO
TO,PARANÃ,CENTRO
TO,PARANÃ,VILA NOVA
TO,PALMEIRÓPOLIS,ST ALTO DA BOA VISTA
TO,SÃO SALVADOR DO TOCANTINS,POVOADO RETIRO
TO,PARANÃ,POVOADO CAMPO ALEGRE
TO,SÃO SALVADOR DO TOCANTINS,CENTRO
TO,PARANÃ,POVOADO TIGRE
AL,CARNEIROS,CENTRO
AL,SANTANA DO IPANEMA,CAMOXINGA
AL,OLIVENÇA,CENTRO
AL,SANTANA DO IPANEMA,ZONA RURAL
AL,SANTANA DO IPANEMA,DOMINGOS ACÁCIO
AL,SANTANA DO IPANEMA,MONUMENTO
AL,OLIVENÇA,CLIMA BOM
AM,SÃO GABRIEL DA CACHOEIRA,CENTRO
AM,SÃO GABRIEL DA CACHOEIRA,DABARU
AM,SÃO GABRIEL DA CACHOEIRA,CONJUNTO RESIDENCIAL MIGUEL QUIRINO
AM,SÃO GABRIEL DA CACHOEIRA,CACHOEIRINHA
AM,SÃO GABRIEL DA CACHOEIRA,ZONA RURAL INDÍGENA
AM,SÃO GABRIEL DA CACHOEIRA,FORTALEZA
BA,SALVADOR,NOVA BRASÍLIA
BA,SALVADOR,JARDIM NOVA ESPERANÇA
BA,SALVADOR,BOCA DA MATA
BA,SALVADOR,CAJAZEIRAS
BA,SALVADOR,CAJAZEIRAS X
BA,SALVADOR,TROBOGY
BA,SALVADOR,MUSSURUNGA I
BA,SALVADOR,CEASA
BA,SALVADOR,CAJAZEIRAS XI
BA,SALVADOR,MUSSURUNGA II
BA,SALVADOR,NOVO MAROTINHO
BA,SALVADOR,CASSANGE
CE,TAUÁ,ALTO DO CRUZEIRO
CE,TAUÁ,CIDADE NOVA/SEDE
CE,PARAMBU,BRASILIA
CE,PARAMBU,MONTE SION
CE,TAUÁ,TAUAZINHO
CE,TAUÁ,CENTRO
CE,TAUÁ,BEZERRA E SOUZA
CE,TAUÁ,ALTO BRILHANTE
CE,PARAMBU,VILA NOVA
CE,PARAMBU,BELEZA
CE,TAUÁ,CARRAPATEIRAS
CE,PARAMBU,NOVO ASSIS
CE,TAUÁ,SANTA TEREZA
CE,TAUÁ,ALDEOTA
CE,TAUÁ,TRICI
CE,TAUÁ,MARROAS
CE,PARAMBU,CENTRO
